,path,age
1008874,common_voice_en_17377708.mp3,teens
1008177,common_voice_en_17280663.mp3,teens
1048748,common_voice_en_17344951.mp3,teens
522502,common_voice_en_19843450.mp3,teens
761241,common_voice_en_64628.mp3,teens
147064,common_voice_en_20917.mp3,teens
1048587,common_voice_en_17272100.mp3,teens
1050105,common_voice_en_122909.mp3,teens
202800,common_voice_en_18108210.mp3,teens
445229,common_voice_en_19733310.mp3,teens
1093307,common_voice_en_23834687.mp3,teens
844198,common_voice_en_20522387.mp3,teens
886003,common_voice_en_700542.mp3,teens
610975,common_voice_en_20877906.mp3,teens
658007,common_voice_en_21995464.mp3,teens
921630,common_voice_en_17441596.mp3,teens
1038777,common_voice_en_21275152.mp3,teens
668717,common_voice_en_23871419.mp3,teens
98355,common_voice_en_19748156.mp3,teens
1162426,common_voice_en_18460114.mp3,teens
820390,common_voice_en_22368017.mp3,teens
616007,common_voice_en_23707317.mp3,teens
862235,common_voice_en_19912694.mp3,teens
885960,common_voice_en_700498.mp3,teens
1170677,common_voice_en_21478047.mp3,teens
760242,common_voice_en_23530106.mp3,teens
639558,common_voice_en_19666475.mp3,teens
275138,common_voice_en_22117962.mp3,teens
519463,common_voice_en_19697119.mp3,teens
1169366,common_voice_en_20826928.mp3,teens
119076,common_voice_en_17265171.mp3,teens
515139,common_voice_en_119311.mp3,teens
342024,common_voice_en_19126729.mp3,teens
336017,common_voice_en_17766077.mp3,teens
601969,common_voice_en_20984397.mp3,teens
1169902,common_voice_en_21024813.mp3,teens
251689,common_voice_en_20399898.mp3,teens
1168370,common_voice_en_20466281.mp3,teens
413765,common_voice_en_19504755.mp3,teens
1169645,common_voice_en_20920513.mp3,teens
602981,common_voice_en_18715977.mp3,teens
318525,common_voice_en_22600328.mp3,teens
296927,common_voice_en_21987978.mp3,teens
1008187,common_voice_en_17280694.mp3,teens
1169879,common_voice_en_21024372.mp3,teens
238341,common_voice_en_125174.mp3,teens
275765,common_voice_en_18070913.mp3,teens
392556,common_voice_en_555864.mp3,teens
44083,common_voice_en_19854920.mp3,teens
728145,common_voice_en_19843645.mp3,teens
837703,common_voice_en_698301.mp3,teens
1049321,common_voice_en_17784980.mp3,teens
205484,common_voice_en_23778498.mp3,teens
1169068,common_voice_en_20704182.mp3,teens
510244,common_voice_en_595591.mp3,teens
331011,common_voice_en_17721615.mp3,teens
479787,common_voice_en_18800584.mp3,teens
614051,common_voice_en_23178023.mp3,teens
154534,common_voice_en_85379.mp3,teens
161908,common_voice_en_19300319.mp3,teens
1163646,common_voice_en_18816312.mp3,teens
760240,common_voice_en_23530102.mp3,teens
564429,common_voice_en_19872446.mp3,teens
337737,common_voice_en_20462788.mp3,teens
1170058,common_voice_en_21139071.mp3,teens
1050564,common_voice_en_18478330.mp3,teens
111216,common_voice_en_684088.mp3,teens
42002,common_voice_en_479231.mp3,teens
985255,common_voice_en_18732487.mp3,teens
1050812,common_voice_en_18638340.mp3,teens
715299,common_voice_en_22185485.mp3,teens
600765,common_voice_en_190263.mp3,teens
403296,common_voice_en_20900412.mp3,teens
592112,common_voice_en_18455828.mp3,teens
599071,common_voice_en_19592437.mp3,teens
328855,common_voice_en_23632372.mp3,teens
395049,common_voice_en_691223.mp3,teens
1166557,common_voice_en_19562370.mp3,teens
1168125,common_voice_en_20423869.mp3,teens
832595,common_voice_en_18668170.mp3,teens
1048635,common_voice_en_17272163.mp3,teens
332113,common_voice_en_22794595.mp3,teens
210169,common_voice_en_24018049.mp3,teens
1049287,common_voice_en_17716276.mp3,teens
843969,common_voice_en_20495445.mp3,teens
675121,common_voice_en_18517336.mp3,teens
554149,common_voice_en_19310377.mp3,teens
589650,common_voice_en_21507391.mp3,teens
509766,common_voice_en_19663728.mp3,teens
1170869,common_voice_en_21595212.mp3,teens
795064,common_voice_en_17276935.mp3,teens
810944,common_voice_en_19079881.mp3,teens
289031,common_voice_en_658140.mp3,teens
1050262,common_voice_en_371311.mp3,teens
715310,common_voice_en_22185599.mp3,teens
60533,common_voice_en_21374544.mp3,teens
479772,common_voice_en_18783387.mp3,teens
405632,common_voice_en_19961694.mp3,teens
1048574,common_voice_en_17272082.mp3,teens
283182,common_voice_en_210513.mp3,teens
332101,common_voice_en_22794344.mp3,teens
1165993,common_voice_en_19438650.mp3,teens
372359,common_voice_en_17282762.mp3,teens
1008573,common_voice_en_17290525.mp3,teens
1048972,common_voice_en_17448923.mp3,teens
1169425,common_voice_en_20827305.mp3,teens
1166785,common_voice_en_19742107.mp3,teens
1165095,common_voice_en_19136796.mp3,teens
841583,common_voice_en_40870.mp3,teens
1167630,common_voice_en_20135977.mp3,teens
121641,common_voice_en_18506668.mp3,teens
352308,common_voice_en_18971323.mp3,teens
1165738,common_voice_en_19355440.mp3,teens
1037961,common_voice_en_20858344.mp3,teens
838655,common_voice_en_21767846.mp3,teens
675129,common_voice_en_18517362.mp3,teens
742464,common_voice_en_18882525.mp3,teens
1163871,common_voice_en_18858581.mp3,teens
605693,common_voice_en_18644686.mp3,teens
359375,common_voice_en_23622098.mp3,teens
837601,common_voice_en_698198.mp3,teens
717393,common_voice_en_20952899.mp3,teens
820322,common_voice_en_22144919.mp3,teens
564405,common_voice_en_19872255.mp3,teens
794985,common_voice_en_17276848.mp3,teens
310589,common_voice_en_664897.mp3,teens
321370,common_voice_en_22147784.mp3,teens
594151,common_voice_en_581360.mp3,teens
22410,common_voice_en_23841769.mp3,teens
617080,common_voice_en_21355028.mp3,teens
1165858,common_voice_en_19429268.mp3,teens
1049867,common_voice_en_122661.mp3,teens
870915,common_voice_en_22358100.mp3,teens
1092816,common_voice_en_23558052.mp3,teens
838572,common_voice_en_21753408.mp3,teens
375562,common_voice_en_17325294.mp3,teens
386578,common_voice_en_606500.mp3,teens
370034,common_voice_en_22966221.mp3,teens
1166303,common_voice_en_19497480.mp3,teens
760218,common_voice_en_23529764.mp3,teens
289228,common_voice_en_23408204.mp3,teens
1093455,common_voice_en_23843746.mp3,teens
85631,common_voice_en_363655.mp3,teens
1162263,common_voice_en_18417589.mp3,teens
1048882,common_voice_en_17427542.mp3,teens
810996,common_voice_en_19079945.mp3,teens
788829,common_voice_en_19475462.mp3,teens
12292,common_voice_en_22048727.mp3,teens
1050322,common_voice_en_17668570.mp3,teens
1049070,common_voice_en_17524742.mp3,teens
39156,common_voice_en_23611665.mp3,teens
1171110,common_voice_en_21692559.mp3,teens
1163741,common_voice_en_18840313.mp3,teens
742831,common_voice_en_23621482.mp3,teens
190133,common_voice_en_598025.mp3,teens
710501,common_voice_en_23729846.mp3,teens
36161,common_voice_en_19017804.mp3,teens
541475,common_voice_en_20240299.mp3,teens
223092,common_voice_en_635082.mp3,teens
557781,common_voice_en_19949218.mp3,teens
583473,common_voice_en_20489578.mp3,teens
616961,common_voice_en_23752028.mp3,teens
386575,common_voice_en_606497.mp3,teens
818553,common_voice_en_22748316.mp3,teens
816383,common_voice_en_21467650.mp3,teens
1049426,common_voice_en_18261097.mp3,teens
236356,common_voice_en_22023793.mp3,teens
597063,common_voice_en_636637.mp3,teens
837698,common_voice_en_698296.mp3,teens
226524,common_voice_en_551939.mp3,teens
278793,common_voice_en_24015135.mp3,teens
392792,common_voice_en_21928708.mp3,teens
355716,common_voice_en_20893528.mp3,teens
49310,common_voice_en_22115885.mp3,teens
434864,common_voice_en_551149.mp3,teens
611016,common_voice_en_22816560.mp3,teens
470136,common_voice_en_48158.mp3,teens
1168556,common_voice_en_20526525.mp3,teens
189583,common_voice_en_600926.mp3,teens
57886,common_voice_en_17799759.mp3,teens
1171287,common_voice_en_21776949.mp3,teens
923452,common_voice_en_17871333.mp3,teens
871007,common_voice_en_22407947.mp3,teens
296455,common_voice_en_595923.mp3,teens
862435,common_voice_en_22934837.mp3,teens
708736,common_voice_en_21877656.mp3,teens
794955,common_voice_en_17276796.mp3,teens
351200,common_voice_en_195750.mp3,teens
760095,common_voice_en_23435846.mp3,teens
1167213,common_voice_en_19867015.mp3,teens
316350,common_voice_en_23719641.mp3,teens
403263,common_voice_en_20900367.mp3,teens
48792,common_voice_en_19639074.mp3,teens
566011,common_voice_en_18745673.mp3,teens
446158,common_voice_en_571010.mp3,teens
760248,common_voice_en_23530286.mp3,teens
288050,common_voice_en_18618635.mp3,teens
844226,common_voice_en_20522433.mp3,teens
260163,common_voice_en_19666925.mp3,teens
1167055,common_voice_en_19838092.mp3,teens
1162311,common_voice_en_18417659.mp3,teens
611618,common_voice_en_20183229.mp3,teens
449894,common_voice_en_606275.mp3,teens
566629,common_voice_en_22929370.mp3,teens
538822,common_voice_en_72359.mp3,teens
382888,common_voice_en_20204275.mp3,teens
742606,common_voice_en_23932467.mp3,teens
1168710,common_voice_en_20562680.mp3,teens
455032,common_voice_en_571975.mp3,teens
373882,common_voice_en_659109.mp3,teens
837730,common_voice_en_698328.mp3,teens
446137,common_voice_en_570989.mp3,teens
838614,common_voice_en_21753482.mp3,teens
546602,common_voice_en_679599.mp3,teens
300202,common_voice_en_23590949.mp3,teens
296933,common_voice_en_21988006.mp3,teens
437921,common_voice_en_19669816.mp3,teens
266632,common_voice_en_19629267.mp3,teens
588814,common_voice_en_21932459.mp3,teens
599093,common_voice_en_19673533.mp3,teens
452942,common_voice_en_17252757.mp3,teens
1170156,common_voice_en_21146903.mp3,teens
206577,common_voice_en_520578.mp3,teens
785183,common_voice_en_21246969.mp3,teens
223342,common_voice_en_17264067.mp3,teens
367609,common_voice_en_19751998.mp3,teens
1163602,common_voice_en_18783273.mp3,teens
477851,common_voice_en_18658270.mp3,teens
635423,common_voice_en_20043071.mp3,teens
675158,common_voice_en_18520493.mp3,teens
798753,common_voice_en_23930348.mp3,teens
668687,common_voice_en_23865958.mp3,teens
287699,common_voice_en_22085763.mp3,teens
191386,common_voice_en_19654772.mp3,teens
186700,common_voice_en_17576843.mp3,teens
299357,common_voice_en_17312188.mp3,teens
841733,common_voice_en_41035.mp3,teens
507058,common_voice_en_19741791.mp3,teens
1166546,common_voice_en_19562327.mp3,teens
219306,common_voice_en_188384.mp3,teens
295989,common_voice_en_22187827.mp3,teens
838629,common_voice_en_21767751.mp3,teens
435645,common_voice_en_572222.mp3,teens
907239,common_voice_en_18315845.mp3,teens
222942,common_voice_en_485824.mp3,teens
554153,common_voice_en_19310434.mp3,teens
1092052,common_voice_en_23340566.mp3,teens
742847,common_voice_en_23621519.mp3,teens
120811,common_voice_en_17265094.mp3,teens
146680,common_voice_en_22039014.mp3,teens
608810,common_voice_en_22270124.mp3,teens
1038038,common_voice_en_20858429.mp3,teens
618139,common_voice_en_19531349.mp3,teens
837895,common_voice_en_22184044.mp3,teens
373468,common_voice_en_22120935.mp3,teens
1167920,common_voice_en_20303585.mp3,teens
1038428,common_voice_en_20866600.mp3,teens
507144,common_voice_en_688371.mp3,teens
396886,common_voice_en_18733544.mp3,teens
329248,common_voice_en_22924676.mp3,teens
413750,common_voice_en_19504735.mp3,teens
610994,common_voice_en_20880087.mp3,teens
1167337,common_voice_en_19869991.mp3,teens
465886,common_voice_en_554300.mp3,teens
841577,common_voice_en_40863.mp3,teens
494756,common_voice_en_75788.mp3,teens
295598,common_voice_en_18775212.mp3,teens
1092507,common_voice_en_23393680.mp3,teens
563123,common_voice_en_22352402.mp3,teens
1168908,common_voice_en_20670784.mp3,teens
640528,common_voice_en_21767727.mp3,teens
509385,common_voice_en_22151384.mp3,teens
185272,common_voice_en_20005769.mp3,teens
1091916,common_voice_en_23167569.mp3,teens
25780,common_voice_en_523811.mp3,teens
564441,common_voice_en_20110948.mp3,teens
611006,common_voice_en_20880100.mp3,teens
465459,common_voice_en_130005.mp3,teens
517920,common_voice_en_23009637.mp3,teens
836195,common_voice_en_23068141.mp3,teens
407296,common_voice_en_19455872.mp3,teens
299022,common_voice_en_19764605.mp3,teens
593548,common_voice_en_17898547.mp3,teens
329361,common_voice_en_23724177.mp3,teens
646158,common_voice_en_20802180.mp3,teens
1091816,common_voice_en_22982770.mp3,teens
720097,common_voice_en_19634489.mp3,teens
343234,common_voice_en_18667905.mp3,teens
450885,common_voice_en_167067.mp3,teens
639537,common_voice_en_19666390.mp3,teens
665806,common_voice_en_255710.mp3,teens
1050755,common_voice_en_18513296.mp3,teens
334712,common_voice_en_18717488.mp3,teens
1170913,common_voice_en_21595291.mp3,teens
985328,common_voice_en_18732617.mp3,teens
313759,common_voice_en_2189366.mp3,teens
1170850,common_voice_en_21595174.mp3,teens
1093634,common_voice_en_23846326.mp3,teens
1163486,common_voice_en_18739583.mp3,teens
1169179,common_voice_en_20768909.mp3,teens
577076,common_voice_en_195983.mp3,teens
1166711,common_voice_en_19591776.mp3,teens
1049855,common_voice_en_122649.mp3,teens
1008933,common_voice_en_17377929.mp3,teens
66433,common_voice_en_18987381.mp3,teens
568599,common_voice_en_662526.mp3,teens
597068,common_voice_en_636642.mp3,teens
631085,common_voice_en_3862.mp3,teens
1166229,common_voice_en_19496889.mp3,teens
284176,common_voice_en_22273045.mp3,teens
907288,common_voice_en_18343763.mp3,teens
107024,common_voice_en_23662537.mp3,teens
921279,common_voice_en_17291642.mp3,teens
594071,common_voice_en_581275.mp3,teens
128498,common_voice_en_17246143.mp3,teens
1092421,common_voice_en_23392114.mp3,teens
683460,common_voice_en_22972570.mp3,teens
396678,common_voice_en_19645405.mp3,teens
431453,common_voice_en_22049621.mp3,teens
515889,common_voice_en_21827477.mp3,teens
119499,common_voice_en_17271484.mp3,teens
819539,common_voice_en_18409466.mp3,teens
923408,common_voice_en_17869641.mp3,teens
1091797,common_voice_en_22982629.mp3,teens
204895,common_voice_en_19957843.mp3,teens
523941,common_voice_en_155298.mp3,teens
135393,common_voice_en_450923.mp3,teens
485187,common_voice_en_21456202.mp3,teens
679000,common_voice_en_18693089.mp3,teens
678701,common_voice_en_552961.mp3,teens
543611,common_voice_en_18016693.mp3,teens
844186,common_voice_en_20522350.mp3,teens
266815,common_voice_en_21994329.mp3,teens
567629,common_voice_en_17266928.mp3,teens
1164459,common_voice_en_19008043.mp3,teens
985280,common_voice_en_18732525.mp3,teens
494771,common_voice_en_75803.mp3,teens
1166876,common_voice_en_19743112.mp3,teens
1008315,common_voice_en_17283345.mp3,teens
1166755,common_voice_en_19672300.mp3,teens
447838,common_voice_en_137448.mp3,teens
413783,common_voice_en_22176922.mp3,teens
353241,common_voice_en_19815380.mp3,teens
609571,common_voice_en_17264780.mp3,teens
1171426,common_voice_en_21862661.mp3,teens
550132,common_voice_en_22145393.mp3,teens
1169278,common_voice_en_20784098.mp3,teens
452938,common_voice_en_17252753.mp3,teens
782546,common_voice_en_22633699.mp3,teens
203572,common_voice_en_23728823.mp3,teens
236223,common_voice_en_22185292.mp3,teens
232358,common_voice_en_19912355.mp3,teens
1008282,common_voice_en_17283299.mp3,teens
560946,common_voice_en_102552.mp3,teens
1008827,common_voice_en_17321886.mp3,teens
346287,common_voice_en_20621779.mp3,teens
181520,common_voice_en_19255222.mp3,teens
632683,common_voice_en_638924.mp3,teens
340308,common_voice_en_22120404.mp3,teens
299418,common_voice_en_22123558.mp3,teens
1169559,common_voice_en_20878811.mp3,teens
1166300,common_voice_en_19497099.mp3,teens
1049652,common_voice_en_18316711.mp3,teens
832327,common_voice_en_20653835.mp3,teens
1168163,common_voice_en_20423940.mp3,teens
1167777,common_voice_en_20205370.mp3,teens
1168611,common_voice_en_20562465.mp3,teens
1048859,common_voice_en_17424565.mp3,teens
214754,common_voice_en_19724087.mp3,teens
371727,common_voice_en_21920804.mp3,teens
1048831,common_voice_en_17358093.mp3,teens
870964,common_voice_en_22407580.mp3,teens
1037760,common_voice_en_20705272.mp3,teens
283234,common_voice_en_60603.mp3,teens
623422,common_voice_en_24011263.mp3,teens
551798,common_voice_en_20993569.mp3,teens
60452,common_voice_en_18781917.mp3,teens
104113,common_voice_en_20936010.mp3,teens
497734,common_voice_en_22018284.mp3,teens
720080,common_voice_en_19634367.mp3,teens
469651,common_voice_en_18343993.mp3,teens
367091,common_voice_en_203713.mp3,teens
819362,common_voice_en_17254097.mp3,teens
517891,common_voice_en_23009514.mp3,teens
1168581,common_voice_en_20526576.mp3,teens
250402,common_voice_en_970770.mp3,teens
303157,common_voice_en_19962025.mp3,teens
678737,common_voice_en_553004.mp3,teens
618088,common_voice_en_19531126.mp3,teens
854070,common_voice_en_22471057.mp3,teens
1048436,common_voice_en_17270010.mp3,teens
794913,common_voice_en_103357.mp3,teens
509417,common_voice_en_22151517.mp3,teens
1092433,common_voice_en_23392162.mp3,teens
670809,common_voice_en_22294018.mp3,teens
708731,common_voice_en_21877642.mp3,teens
794824,common_voice_en_103259.mp3,teens
385929,common_voice_en_18841354.mp3,teens
1092041,common_voice_en_23340545.mp3,teens
728664,common_voice_en_365433.mp3,teens
419629,common_voice_en_23729679.mp3,teens
339311,common_voice_en_19734454.mp3,teens
91542,common_voice_en_573136.mp3,teens
479218,common_voice_en_17276331.mp3,teens
396862,common_voice_en_18733134.mp3,teens
345823,common_voice_en_43126.mp3,teens
317560,common_voice_en_19438956.mp3,teens
1164809,common_voice_en_19068034.mp3,teens
1164234,common_voice_en_18975096.mp3,teens
470657,common_voice_en_591378.mp3,teens
632265,common_voice_en_572002.mp3,teens
604861,common_voice_en_17255772.mp3,teens
1049924,common_voice_en_122718.mp3,teens
147070,common_voice_en_20923.mp3,teens
820297,common_voice_en_22144815.mp3,teens
337736,common_voice_en_20462787.mp3,teens
362020,common_voice_en_46132.mp3,teens
1163515,common_voice_en_18778680.mp3,teens
176517,common_voice_en_19726586.mp3,teens
906031,common_voice_en_23675930.mp3,teens
72077,common_voice_en_21950344.mp3,teens
906961,common_voice_en_18315193.mp3,teens
1167461,common_voice_en_20050302.mp3,teens
923521,common_voice_en_17908993.mp3,teens
648207,common_voice_en_17290069.mp3,teens
1091517,common_voice_en_22910402.mp3,teens
798612,common_voice_en_23877019.mp3,teens
1091847,common_voice_en_23147902.mp3,teens
1093555,common_voice_en_23846245.mp3,teens
907110,common_voice_en_18315456.mp3,teens
1166575,common_voice_en_19562429.mp3,teens
1050334,common_voice_en_17668680.mp3,teens
818611,common_voice_en_22748697.mp3,teens
742969,common_voice_en_23621852.mp3,teens
1164020,common_voice_en_18897881.mp3,teens
323156,common_voice_en_173867.mp3,teens
832676,common_voice_en_18669498.mp3,teens
1091530,common_voice_en_22910741.mp3,teens
131778,common_voice_en_20813019.mp3,teens
221292,common_voice_en_19014482.mp3,teens
270308,common_voice_en_22133227.mp3,teens
613968,common_voice_en_23176568.mp3,teens
209288,common_voice_en_20248348.mp3,teens
277014,common_voice_en_19669809.mp3,teens
1049295,common_voice_en_17716319.mp3,teens
853904,common_voice_en_22467025.mp3,teens
842528,common_voice_en_586957.mp3,teens
465453,common_voice_en_129999.mp3,teens
618523,common_voice_en_22972946.mp3,teens
906368,common_voice_en_23782336.mp3,teens
668697,common_voice_en_23871324.mp3,teens
1037668,common_voice_en_16048876.mp3,teens
1168282,common_voice_en_20457516.mp3,teens
199938,common_voice_en_84060.mp3,teens
787750,common_voice_en_23393876.mp3,teens
566647,common_voice_en_22929410.mp3,teens
162522,common_voice_en_18647986.mp3,teens
1038467,common_voice_en_20866806.mp3,teens
323648,common_voice_en_177975.mp3,teens
532293,common_voice_en_54857.mp3,teens
678795,common_voice_en_553068.mp3,teens
831098,common_voice_en_21367109.mp3,teens
1091926,common_voice_en_23167943.mp3,teens
1164336,common_voice_en_18978804.mp3,teens
1166857,common_voice_en_19743034.mp3,teens
530727,common_voice_en_17258720.mp3,teens
385842,common_voice_en_21521993.mp3,teens
570720,common_voice_en_17311377.mp3,teens
1167707,common_voice_en_20196697.mp3,teens
288131,common_voice_en_216035.mp3,teens
985729,common_voice_en_18782003.mp3,teens
1163102,common_voice_en_18658006.mp3,teens
438515,common_voice_en_19403193.mp3,teens
871028,common_voice_en_22408092.mp3,teens
